"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_dt_h2d","mean_dt_d2h","mean_cuda","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_dt_h2d","sd_dt_d2h","sd_cuda","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_dt_h2d","se_dt_d2h","se_cuda","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"667","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"MEDIUM_DATASET",512,512,512,2,0,153714063,153714063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153714063,0,0,2,0,0,0
"668","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"MINI_DATASET",64,64,64,2,0,11707325,11707325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11707325,0,0,2,0,0,0
"669","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"SMALL_DATASET",256,256,256,2,0,20628240,20628240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20628240,0,0,2,0,0,0
"670","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"STANDARD_DATASET",1024,1024,1024,2,0,847181605,847181605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847181605,0,0,2,0,0,0
"671","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"TINY_DATASET",128,128,128,2,0,12342418,12342418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12342418,0,0,2,0,0,0
"672","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,18,"TOY_DATASET",32,32,32,2,0,11332545,11332545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11332545,0,0,2,0,0,0
"673","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"EXTRALARGE_DATASET",4096,4096,4096,2,0,178469595190,178469595190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178469595190,0,0,2,0,0,0
"674","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"LARGE_DATASET",2048,2048,2048,2,0,15605471693,15605471693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15605471693,0,0,2,0,0,0
"675","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"MEDIUM_DATASET",512,512,512,2,0,152125889,152125889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152125889,0,0,2,0,0,0
"676","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"MINI_DATASET",64,64,64,2,0,13300527,13300527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300527,0,0,2,0,0,0
"677","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"SMALL_DATASET",256,256,256,2,0,20408656,20408656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20408656,0,0,2,0,0,0
"678","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"STANDARD_DATASET",1024,1024,1024,2,0,946052787,946052787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946052787,0,0,2,0,0,0
"679","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"TINY_DATASET",128,128,128,2,0,13471786,13471786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13471786,0,0,2,0,0,0
"680","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,20,"TOY_DATASET",32,32,32,2,0,11391841,11391841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11391841,0,0,2,0,0,0
"681","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"EXTRALARGE_DATASET",4096,4096,4096,2,0,168233619343,168233619343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168233619343,0,0,2,0,0,0
"682","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"LARGE_DATASET",2048,2048,2048,2,0,7678735024,7678735024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7678735024,0,0,2,0,0,0
"683","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"MEDIUM_DATASET",512,512,512,2,0,155384584,155384584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155384584,0,0,2,0,0,0
"684","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"MINI_DATASET",64,64,64,2,0,15416026,15416026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15416026,0,0,2,0,0,0
"685","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"SMALL_DATASET",256,256,256,2,0,19952856,19952856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19952856,0,0,2,0,0,0
"686","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"STANDARD_DATASET",1024,1024,1024,2,0,984259340,984259340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984259340,0,0,2,0,0,0
"687","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"TINY_DATASET",128,128,128,2,0,13862424,13862424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13862424,0,0,2,0,0,0
"688","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,22,"TOY_DATASET",32,32,32,2,0,13999033,13999033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13999033,0,0,2,0,0,0
"689","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"EXTRALARGE_DATASET",4096,4096,4096,2,0,179813042428,179813042428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179813042428,0,0,2,0,0,0
"690","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"LARGE_DATASET",2048,2048,2048,2,0,14643046573,14643046573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14643046573,0,0,2,0,0,0
"691","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"MEDIUM_DATASET",512,512,512,2,0,161975795,161975795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161975795,0,0,2,0,0,0
"692","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"MINI_DATASET",64,64,64,2,0,22363645,22363645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22363645,0,0,2,0,0,0
"693","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"SMALL_DATASET",256,256,256,2,0,24929421,24929421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24929421,0,0,2,0,0,0
"694","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"STANDARD_DATASET",1024,1024,1024,2,0,1061200531,1061200531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061200531,0,0,2,0,0,0
"695","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"TINY_DATASET",128,128,128,2,0,16641498,16641498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16641498,0,0,2,0,0,0
"696","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",32,24,"TOY_DATASET",32,32,32,2,0,15958288,15958288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15958288,0,0,2,0,0,0
"697","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"EXTRALARGE_DATASET",4096,4096,4096,2,0,122176712796,125734894364,3253877583,0,0,239476669,64827316,3253877583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125734894364,0,0,0,2,2,2
"698","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"HUGE_DATASET",8192,8192,8192,2,0,1001327706559,1029831988982,26289259688,0,0,1617905506,597117229,26289259688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029831988982,0,0,0,2,2,2
"699","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"LARGE_DATASET",2048,2048,2048,2,0,18844286412,19375541111,457520379,0,0,51265767,22468553,457520379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19375541111,0,0,0,2,2,2
"700","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"MEDIUM_DATASET",512,512,512,2,0,485285241,501963551,11237209,0,0,2484618,2956483,11237209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501963551,0,0,0,2,2,2
"701","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"MINI_DATASET",64,64,64,2,0,11179171,11179171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11179171,0,0,2,0,0,0
"702","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"SMALL_DATASET",256,256,256,2,0,50162734,50162734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50162734,0,0,2,0,0,0
"703","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"STANDARD_DATASET",1024,1024,1024,2,0,3269592296,3321104476,35869514,0,0,8726750,6915916,35869514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321104476,0,0,0,2,2,2
"704","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"TINY_DATASET",128,128,128,2,0,14723940,14723940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14723940,0,0,2,0,0,0
"705","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,1,"TOY_DATASET",32,32,32,2,0,11834093,11834093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11834093,0,0,2,0,0,0
"706","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"EXTRALARGE_DATASET",4096,4096,4096,2,0,989824085013,993314294863,3246122774,0,0,173467552,70619524,3246122774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993314294863,0,0,0,2,2,2
"707","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"HUGE_DATASET",8192,8192,8192,2,0,1074102227353,1103388691670,26708109137,0,0,1892090578,686264602,26708109137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103388691670,0,0,0,2,2,2
"708","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"LARGE_DATASET",2048,2048,2048,2,0,119537158887,120067822085,463522599,0,0,49201546,17939053,463522599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120067822085,0,0,0,2,2,2
"709","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"MEDIUM_DATASET",512,512,512,2,0,205224218,205224218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205224218,0,0,2,0,0,0
"710","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"MINI_DATASET",64,64,64,2,0,15144398,15144398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15144398,0,0,2,0,0,0
"711","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"SMALL_DATASET",256,256,256,2,0,31542701,31542701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31542701,0,0,2,0,0,0
"712","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"STANDARD_DATASET",1024,1024,1024,2,0,3452465296,3515140239,49616412,0,0,8569748,4488783,49616412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515140239,0,0,0,2,2,2
"713","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"TINY_DATASET",128,128,128,2,0,12909616,12909616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12909616,0,0,2,0,0,0
"714","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,2,"TOY_DATASET",32,32,32,2,0,11001555,11001555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11001555,0,0,2,0,0,0
"715","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"EXTRALARGE_DATASET",4096,4096,4096,2,0,437516976926,441226724074,3316775134,0,0,281043765,111928249,3316775134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441226724074,0,0,0,2,2,2
"716","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"HUGE_DATASET",8192,8192,8192,2,0,3374241282856,3403537801759,26707073064,0,0,1954359101,635086738,26707073064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403537801759,0,0,0,2,2,2
"717","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"LARGE_DATASET",2048,2048,2048,2,0,51876652754,52415779801,457506895,0,0,58876907,22743245,457506895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52415779801,0,0,0,2,2,2
"718","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"MEDIUM_DATASET",512,512,512,2,0,108666610,108666610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108666610,0,0,2,0,0,0
"719","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"MINI_DATASET",64,64,64,2,0,11187199,11187199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11187199,0,0,2,0,0,0
"720","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"SMALL_DATASET",256,256,256,2,0,20765556,20765556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20765556,0,0,2,0,0,0
"721","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"STANDARD_DATASET",1024,1024,1024,2,0,2383608786,2383608786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383608786,0,0,2,0,0,0
"722","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"TINY_DATASET",128,128,128,2,0,12705043,12705043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12705043,0,0,2,0,0,0
"723","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,4,"TOY_DATASET",32,32,32,2,0,11191603,11191603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11191603,0,0,2,0,0,0
"724","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"EXTRALARGE_DATASET",4096,4096,4096,2,0,399602528904,403916114922,3947970147,0,0,264492011,101123860,3947970147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403916114922,0,0,0,2,2,2
"725","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"HUGE_DATASET",8192,8192,8192,2,0,2989410515941,3018647881493,26711937990,0,0,1884420098,641007464,26711937990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018647881493,0,0,0,2,2,2
"726","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"LARGE_DATASET",2048,2048,2048,2,0,24035550199,24035550199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24035550199,0,0,2,0,0,0
"727","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"MEDIUM_DATASET",512,512,512,2,0,107284471,107284471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107284471,0,0,2,0,0,0
"728","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"MINI_DATASET",64,64,64,2,0,13222095,13222095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13222095,0,0,2,0,0,0
"729","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"SMALL_DATASET",256,256,256,2,0,20846086,20846086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20846086,0,0,2,0,0,0
"730","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"STANDARD_DATASET",1024,1024,1024,2,0,1659122781,1659122781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659122781,0,0,2,0,0,0
"731","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"TINY_DATASET",128,128,128,2,0,13112861,13112861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13112861,0,0,2,0,0,0
"732","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,6,"TOY_DATASET",32,32,32,2,0,11836185,11836185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11836185,0,0,2,0,0,0
"733","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"EXTRALARGE_DATASET",4096,4096,4096,2,0,262005859397,265523935495,3286346786,0,0,156410797,75318515,3286346786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265523935495,0,0,0,2,2,2
"734","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"HUGE_DATASET",8192,8192,8192,2,0,2121598689890,2146695029726,23849019831,0,0,810776755,436543250,23849019831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146695029726,0,0,0,2,2,2
"735","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"LARGE_DATASET",2048,2048,2048,2,0,23509813202,23509813202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23509813202,0,0,2,0,0,0
"736","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"MEDIUM_DATASET",512,512,512,2,0,59922962,59922962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59922962,0,0,2,0,0,0
"737","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"MINI_DATASET",64,64,64,2,0,11379411,11379411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11379411,0,0,2,0,0,0
"738","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"SMALL_DATASET",256,256,256,2,0,25446615,25446615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25446615,0,0,2,0,0,0
"739","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"STANDARD_DATASET",1024,1024,1024,2,0,1123994417,1123994417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123994417,0,0,2,0,0,0
"740","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"TINY_DATASET",128,128,128,2,0,12873925,12873925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12873925,0,0,2,0,0,0
"741","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,8,"TOY_DATASET",32,32,32,2,0,11219404,11219404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11219404,0,0,2,0,0,0
"742","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"EXTRALARGE_DATASET",4096,4096,4096,2,0,146804907162,146804907162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146804907162,0,0,2,0,0,0
"743","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"HUGE_DATASET",8192,8192,8192,2,0,1678078061578,1702913909814,23824269346,0,0,744585435,266993455,23824269346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702913909814,0,0,0,2,2,2
"744","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"LARGE_DATASET",2048,2048,2048,2,0,19726928889,19726928889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19726928889,0,0,2,0,0,0
"745","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"MEDIUM_DATASET",512,512,512,2,0,59993498,59993498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59993498,0,0,2,0,0,0
"746","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"MINI_DATASET",64,64,64,2,0,11432422,11432422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11432422,0,0,2,0,0,0
"747","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"SMALL_DATASET",256,256,256,2,0,20945399,20945399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20945399,0,0,2,0,0,0
"748","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"STANDARD_DATASET",1024,1024,1024,2,0,1112199291,1112199291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112199291,0,0,2,0,0,0
"749","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"TINY_DATASET",128,128,128,2,0,12774815,12774815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12774815,0,0,2,0,0,0
"750","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,10,"TOY_DATASET",32,32,32,2,0,12225220,12225220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12225220,0,0,2,0,0,0
"751","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"EXTRALARGE_DATASET",4096,4096,4096,2,0,197171032744,197171032744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197171032744,0,0,2,0,0,0
"752","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"HUGE_DATASET",8192,8192,8192,2,0,1567782073461,1567782073461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567782073461,0,0,2,0,0,0
"753","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"LARGE_DATASET",2048,2048,2048,2,0,19136060221,19136060221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19136060221,0,0,2,0,0,0
"754","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"MEDIUM_DATASET",512,512,512,2,0,146706372,146706372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146706372,0,0,2,0,0,0
"755","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"MINI_DATASET",64,64,64,2,0,11534044,11534044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11534044,0,0,2,0,0,0
"756","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"SMALL_DATASET",256,256,256,2,0,28212207,28212207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28212207,0,0,2,0,0,0
"757","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"STANDARD_DATASET",1024,1024,1024,2,0,1125437170,1125437170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125437170,0,0,2,0,0,0
"758","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"TINY_DATASET",128,128,128,2,0,12902628,12902628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12902628,0,0,2,0,0,0
"759","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,12,"TOY_DATASET",32,32,32,2,0,14617638,14617638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14617638,0,0,2,0,0,0
"760","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"EXTRALARGE_DATASET",4096,4096,4096,2,0,194215520655,194215520655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194215520655,0,0,2,0,0,0
