"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_dt_h2d","mean_dt_d2h","mean_cuda","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_dt_h2d","sd_dt_d2h","sd_cuda","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_dt_h2d","se_dt_d2h","se_cuda","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"761","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"HUGE_DATASET",8192,8192,8192,2,0,1616725593287,1616725593287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616725593287,0,0,2,0,0,0
"762","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"LARGE_DATASET",2048,2048,2048,2,0,15886777825,15886777825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15886777825,0,0,2,0,0,0
"763","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"MEDIUM_DATASET",512,512,512,2,0,289483344,289483344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289483344,0,0,2,0,0,0
"764","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"MINI_DATASET",64,64,64,2,0,11679951,11679951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11679951,0,0,2,0,0,0
"765","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"SMALL_DATASET",256,256,256,2,0,26597150,26597150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26597150,0,0,2,0,0,0
"766","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"STANDARD_DATASET",1024,1024,1024,2,0,1169961013,1169961013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169961013,0,0,2,0,0,0
"767","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"TINY_DATASET",128,128,128,2,0,13015498,13015498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13015498,0,0,2,0,0,0
"768","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,14,"TOY_DATASET",32,32,32,2,0,10086116,10086116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10086116,0,0,2,0,0,0
"769","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"EXTRALARGE_DATASET",4096,4096,4096,2,0,141090315303,141090315303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141090315303,0,0,2,0,0,0
"770","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"HUGE_DATASET",8192,8192,8192,2,0,1566703467205,1566703467205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566703467205,0,0,2,0,0,0
"771","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"LARGE_DATASET",2048,2048,2048,2,0,16316680084,16316680084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16316680084,0,0,2,0,0,0
"772","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"MEDIUM_DATASET",512,512,512,2,0,134490306,134490306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134490306,0,0,2,0,0,0
"773","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"MINI_DATASET",64,64,64,2,0,11641746,11641746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11641746,0,0,2,0,0,0
"774","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"SMALL_DATASET",256,256,256,2,0,29258956,29258956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29258956,0,0,2,0,0,0
"775","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"STANDARD_DATASET",1024,1024,1024,2,0,916131159,916131159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916131159,0,0,2,0,0,0
"776","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"TINY_DATASET",128,128,128,2,0,16144283,16144283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144283,0,0,2,0,0,0
"777","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,16,"TOY_DATASET",32,32,32,2,0,11415660,11415660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11415660,0,0,2,0,0,0
"778","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"EXTRALARGE_DATASET",4096,4096,4096,2,0,153936983022,153936983022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153936983022,0,0,2,0,0,0
"779","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"LARGE_DATASET",2048,2048,2048,2,0,15895870868,15895870868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15895870868,0,0,2,0,0,0
"780","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"MEDIUM_DATASET",512,512,512,2,0,288966642,288966642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288966642,0,0,2,0,0,0
"781","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"MINI_DATASET",64,64,64,2,0,11507432,11507432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11507432,0,0,2,0,0,0
"782","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"SMALL_DATASET",256,256,256,2,0,27815292,27815292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27815292,0,0,2,0,0,0
"783","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"STANDARD_DATASET",1024,1024,1024,2,0,954129854,954129854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954129854,0,0,2,0,0,0
"784","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"TINY_DATASET",128,128,128,2,0,16195272,16195272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16195272,0,0,2,0,0,0
"785","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,18,"TOY_DATASET",32,32,32,2,0,11377598,11377598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11377598,0,0,2,0,0,0
"786","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"EXTRALARGE_DATASET",4096,4096,4096,2,0,184424162270,184424162270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184424162270,0,0,2,0,0,0
"787","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"LARGE_DATASET",2048,2048,2048,2,0,15588026508,15588026508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15588026508,0,0,2,0,0,0
"788","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"MEDIUM_DATASET",512,512,512,2,0,281700673,281700673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281700673,0,0,2,0,0,0
"789","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"MINI_DATASET",64,64,64,2,0,14123914,14123914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14123914,0,0,2,0,0,0
"790","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"SMALL_DATASET",256,256,256,2,0,26972136,26972136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26972136,0,0,2,0,0,0
"791","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"STANDARD_DATASET",1024,1024,1024,2,0,898717535,898717535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898717535,0,0,2,0,0,0
"792","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"TINY_DATASET",128,128,128,2,0,14180630,14180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14180630,0,0,2,0,0,0
"793","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,20,"TOY_DATASET",32,32,32,2,0,10287057,10287057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287057,0,0,2,0,0,0
"794","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"EXTRALARGE_DATASET",4096,4096,4096,2,0,167179809800,167179809800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167179809800,0,0,2,0,0,0
"795","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"LARGE_DATASET",2048,2048,2048,2,0,16180981769,16180981769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16180981769,0,0,2,0,0,0
"796","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"MEDIUM_DATASET",512,512,512,2,0,292781570,292781570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292781570,0,0,2,0,0,0
"797","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"MINI_DATASET",64,64,64,2,0,15548167,15548167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15548167,0,0,2,0,0,0
"798","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"SMALL_DATASET",256,256,256,2,0,32527915,32527915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32527915,0,0,2,0,0,0
"799","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"STANDARD_DATASET",1024,1024,1024,2,0,1011060783,1011060783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011060783,0,0,2,0,0,0
"800","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"TINY_DATASET",128,128,128,2,0,16831683,16831683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16831683,0,0,2,0,0,0
"801","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,22,"TOY_DATASET",32,32,32,2,0,15128407,15128407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15128407,0,0,2,0,0,0
"802","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"EXTRALARGE_DATASET",4096,4096,4096,2,0,175718905596,175718905596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175718905596,0,0,2,0,0,0
"803","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"LARGE_DATASET",2048,2048,2048,2,0,14910021360,14910021360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14910021360,0,0,2,0,0,0
"804","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"MEDIUM_DATASET",512,512,512,2,0,152666129,152666129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152666129,0,0,2,0,0,0
"805","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"MINI_DATASET",64,64,64,2,0,16168516,16168516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16168516,0,0,2,0,0,0
"806","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"SMALL_DATASET",256,256,256,2,0,31463922,31463922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31463922,0,0,2,0,0,0
"807","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"STANDARD_DATASET",1024,1024,1024,2,0,982867008,982867008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982867008,0,0,2,0,0,0
"808","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"TINY_DATASET",128,128,128,2,0,24534390,24534390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24534390,0,0,2,0,0,0
"809","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",64,24,"TOY_DATASET",32,32,32,2,0,16815828,16815828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16815828,0,0,2,0,0,0
"810","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"EXTRALARGE_DATASET",4096,4096,4096,2,0,199876721566,203347023251,3253881993,0,0,134625472,81794220,3253881993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203347023251,0,0,0,2,2,2
"811","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"HUGE_DATASET",8192,8192,8192,2,0,981471718646,1010109024105,26335038953,0,0,1719584624,582681882,26335038953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010109024105,0,0,0,2,2,2
"812","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"LARGE_DATASET",2048,2048,2048,2,0,49968472943,50460561164,439600250,0,0,30345027,22142944,439600250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50460561164,0,0,0,2,2,2
"813","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"MEDIUM_DATASET",512,512,512,2,0,395555473,395555473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395555473,0,0,2,0,0,0
"814","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"MINI_DATASET",64,64,64,2,0,11168697,11168697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11168697,0,0,2,0,0,0
"815","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"SMALL_DATASET",256,256,256,2,0,49959554,49959554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49959554,0,0,2,0,0,0
"816","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"STANDARD_DATASET",1024,1024,1024,2,0,6710602760,6786066546,56080724,0,0,12489778,6893284,56080724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786066546,0,0,0,2,2,2
"817","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"TINY_DATASET",128,128,128,2,0,14940039,14940039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14940039,0,0,2,0,0,0
"818","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,1,"TOY_DATASET",32,32,32,2,0,10880241,10880241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10880241,0,0,2,0,0,0
"819","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"EXTRALARGE_DATASET",4096,4096,4096,2,0,936641054077,940135098420,3247976541,0,0,151362579,94705223,3247976541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940135098420,0,0,0,2,2,2
"820","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"HUGE_DATASET",8192,8192,8192,2,0,9289301697167,9317809219716,26333498203,0,0,1610570202,563454144,26333498203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9317809219716,0,0,0,2,2,2
"821","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"LARGE_DATASET",2048,2048,2048,2,0,51940657676,52458959806,437589803,0,0,59915692,20796635,437589803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52458959806,0,0,0,2,2,2
"822","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"MEDIUM_DATASET",512,512,512,2,0,203172145,203172145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203172145,0,0,2,0,0,0
"823","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"MINI_DATASET",64,64,64,2,0,12769160,12769160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12769160,0,0,2,0,0,0
"824","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"SMALL_DATASET",256,256,256,2,0,30581864,30581864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30581864,0,0,2,0,0,0
"825","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"STANDARD_DATASET",1024,1024,1024,2,0,4340705454,4340705454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4340705454,0,0,2,0,0,0
"826","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"TINY_DATASET",128,128,128,2,0,14420824,14420824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14420824,0,0,2,0,0,0
"827","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,2,"TOY_DATASET",32,32,32,2,0,11318090,11318090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11318090,0,0,2,0,0,0
"828","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"EXTRALARGE_DATASET",4096,4096,4096,2,0,617121840784,620766632825,3320736201,0,0,233834920,90220920,3320736201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620766632825,0,0,0,2,2,2
"829","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"HUGE_DATASET",8192,8192,8192,2,0,3566772329181,3595926370095,26734093624,0,0,1868654774,551292516,26734093624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595926370095,0,0,0,2,2,2
"830","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"LARGE_DATASET",2048,2048,2048,2,0,28174270276,28174270276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28174270276,0,0,2,0,0,0
"831","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"MEDIUM_DATASET",512,512,512,2,0,107595622,107595622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107595622,0,0,2,0,0,0
"832","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"MINI_DATASET",64,64,64,2,0,11310132,11310132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11310132,0,0,2,0,0,0
"833","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"SMALL_DATASET",256,256,256,2,0,30392026,30392026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30392026,0,0,2,0,0,0
"834","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"STANDARD_DATASET",1024,1024,1024,2,0,2326088305,2326088305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326088305,0,0,2,0,0,0
"835","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"TINY_DATASET",128,128,128,2,0,15597128,15597128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15597128,0,0,2,0,0,0
"836","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,4,"TOY_DATASET",32,32,32,2,0,11183917,11183917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11183917,0,0,2,0,0,0
"837","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"EXTRALARGE_DATASET",4096,4096,4096,2,0,299406874288,299406874288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299406874288,0,0,2,0,0,0
"838","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"HUGE_DATASET",8192,8192,8192,2,0,2671027129204,2700190260792,26731545222,0,0,1767246424,664339942,26731545222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700190260792,0,0,0,2,2,2
"839","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"LARGE_DATASET",2048,2048,2048,2,0,33560531698,33560531698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33560531698,0,0,2,0,0,0
"840","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"MEDIUM_DATASET",512,512,512,2,0,120311844,120311844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120311844,0,0,2,0,0,0
"841","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"MINI_DATASET",64,64,64,2,0,13058452,13058452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13058452,0,0,2,0,0,0
"842","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"SMALL_DATASET",256,256,256,2,0,31786458,31786458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31786458,0,0,2,0,0,0
"843","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"STANDARD_DATASET",1024,1024,1024,2,0,2201410541,2201410541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201410541,0,0,2,0,0,0
"844","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"TINY_DATASET",128,128,128,2,0,14585929,14585929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14585929,0,0,2,0,0,0
"845","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,6,"TOY_DATASET",32,32,32,2,0,11368797,11368797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368797,0,0,2,0,0,0
"846","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"EXTRALARGE_DATASET",4096,4096,4096,2,0,240652994321,240652994321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240652994321,0,0,2,0,0,0
"847","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"HUGE_DATASET",8192,8192,8192,2,0,1883800168833,1912973420084,26682463741,0,0,1830599715,660187795,26682463741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912973420084,0,0,0,2,2,2
"848","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"LARGE_DATASET",2048,2048,2048,2,0,20840749709,20840749709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20840749709,0,0,2,0,0,0
"849","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"MEDIUM_DATASET",512,512,512,2,0,108509807,108509807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108509807,0,0,2,0,0,0
"850","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"MINI_DATASET",64,64,64,2,0,11364885,11364885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11364885,0,0,2,0,0,0
"851","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"SMALL_DATASET",256,256,256,2,0,30437500,30437500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30437500,0,0,2,0,0,0
"852","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"STANDARD_DATASET",1024,1024,1024,2,0,1123991970,1123991970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123991970,0,0,2,0,0,0
"853","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"TINY_DATASET",128,128,128,2,0,14860767,14860767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14860767,0,0,2,0,0,0
"854","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,8,"TOY_DATASET",32,32,32,2,0,11532439,11532439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11532439,0,0,2,0,0,0
"855","all-data-sizes-and-chunk-sizes-evaluation","OMP+OFF","DYNAMIC",128,10,"EXTRALARGE_DATASET",4096,4096,4096,2,0,181056007466,181056007466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181056007466,0,0,2,0,0,0
