"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"82","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,6,"EXTRALARGE_DATASET",4096,4096,4096,1,995594127144,305548117608,305686481567,138346498,0,0,138346498,8172,9289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305686481567,NA,NA,0,1,1,1
"83","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,8,"EXTRALARGE_DATASET",4096,4096,4096,1,1111470981165,239426209395,239469903673,43679122,0,0,43679122,9568,5588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239469903673,NA,NA,0,1,1,1
"84","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,10,"EXTRALARGE_DATASET",4096,4096,4096,1,1102796783039,188378577466,188378577466,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188378577466,NA,NA,1,0,0,0
"85","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,12,"EXTRALARGE_DATASET",4096,4096,4096,1,1065038955650,191226124357,191226124357,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191226124357,NA,NA,1,0,0,0
"86","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,14,"EXTRALARGE_DATASET",4096,4096,4096,1,1076760308887,186192319702,186192319702,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186192319702,NA,NA,1,0,0,0
"87","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,16,"EXTRALARGE_DATASET",4096,4096,4096,1,973315671324,181094565018,181094565018,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181094565018,NA,NA,1,0,0,0
"88","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,18,"EXTRALARGE_DATASET",4096,4096,4096,1,957010371109,180559526170,180559526170,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180559526170,NA,NA,1,0,0,0
"89","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,20,"EXTRALARGE_DATASET",4096,4096,4096,1,1059189741255,175639480866,175639480866,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175639480866,NA,NA,1,0,0,0
"90","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,22,"EXTRALARGE_DATASET",4096,4096,4096,1,1071239729234,170770378556,170770378556,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170770378556,NA,NA,1,0,0,0
"91","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,24,"EXTRALARGE_DATASET",4096,4096,4096,10,1053222394316.5,132701461070.5,132701461070.5,0,0,0,0,0,0,143014670484.289,20901561464.3848,20901561464.3848,0,0,0,0,0,0,45225209754.881,6609654088.14605,6609654088.14605,0,0,0,0,0,0,132701461070.5,6609654088.14605,20901561464.3848,10,0,0,0
"92","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,1,"EXTRALARGE_DATASET",4096,4096,4096,1,1005005553656,109157371292,113296597596,3864977548,0,0,3864977548,203974928,70273828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113296597596,NA,NA,0,1,1,1
"93","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,2,"EXTRALARGE_DATASET",4096,4096,4096,1,1223695943126,901265084958,901437740031,35731004,0,0,35731004,136921415,2654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901437740031,NA,NA,0,1,1,1
"94","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,4,"EXTRALARGE_DATASET",4096,4096,4096,1,994936795433,452776597871,456947436532,3863062335,0,0,3863062335,204635105,103141221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456947436532,NA,NA,0,1,1,1
"95","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,6,"EXTRALARGE_DATASET",4096,4096,4096,1,968698641164,284056823863,288247901391,3873426867,0,0,3873426867,202808507,114842154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288247901391,NA,NA,0,1,1,1
"96","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,8,"EXTRALARGE_DATASET",4096,4096,4096,1,1106366963589,244235276617,248412504724,3876952733,0,0,3876952733,204738275,95537099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248412504724,NA,NA,0,1,1,1
"97","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,10,"EXTRALARGE_DATASET",4096,4096,4096,1,1004684355636,194428512346,194428512346,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194428512346,NA,NA,1,0,0,0
"98","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,12,"EXTRALARGE_DATASET",4096,4096,4096,1,984791277848,148397143343,148397143343,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148397143343,NA,NA,1,0,0,0
"99","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,14,"EXTRALARGE_DATASET",4096,4096,4096,1,951325439159,191916137059,191916137059,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191916137059,NA,NA,1,0,0,0
"100","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,16,"EXTRALARGE_DATASET",4096,4096,4096,1,1012832005867,180141588309,180141588309,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180141588309,NA,NA,1,0,0,0
"101","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,18,"EXTRALARGE_DATASET",4096,4096,4096,1,957205303139,191331726274,191331726274,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191331726274,NA,NA,1,0,0,0
"102","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,20,"EXTRALARGE_DATASET",4096,4096,4096,1,962651258102,183663326772,183663326772,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183663326772,NA,NA,1,0,0,0
"103","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,22,"EXTRALARGE_DATASET",4096,4096,4096,1,952249598242,171533410561,171533410561,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171533410561,NA,NA,1,0,0,0
"104","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,24,"EXTRALARGE_DATASET",4096,4096,4096,10,1314968620705.4,193430922854.9,193430922854.9,0,0,0,0,0,0,97995672618.5,6728863561.76159,6728863561.76159,0,0,0,0,0,0,30988952631.4657,2127853491.96797,2127853491.96797,0,0,0,0,0,0,193430922854.9,2127853491.96797,6728863561.76159,10,0,0,0
"105","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,1,"EXTRALARGE_DATASET",4096,4096,4096,1,1063265801513,206258197917,210411204936,3875428004,0,0,3875428004,207596214,69982801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210411204936,NA,NA,0,1,1,1
"106","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,2,"EXTRALARGE_DATASET",4096,4096,4096,1,1038947353333,829825590473,833983473140,3882918213,0,0,3882918213,203812842,71151612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833983473140,NA,NA,0,1,1,1
"107","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,4,"EXTRALARGE_DATASET",4096,4096,4096,1,1073446944818,439893329418,444059809396,3860380400,0,0,3860380400,205054092,101045486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444059809396,NA,NA,0,1,1,1
"108","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,6,"EXTRALARGE_DATASET",4096,4096,4096,1,1074498456872,236407006088,236407006088,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236407006088,NA,NA,1,0,0,0
"109","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,8,"EXTRALARGE_DATASET",4096,4096,4096,1,988253056085,241231415918,241231415918,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241231415918,NA,NA,1,0,0,0
"110","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,10,"EXTRALARGE_DATASET",4096,4096,4096,1,1055835933303,205931476926,205931476926,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205931476926,NA,NA,1,0,0,0
"111","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,12,"EXTRALARGE_DATASET",4096,4096,4096,1,960756401528,208975788268,208975788268,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208975788268,NA,NA,1,0,0,0
"112","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,14,"EXTRALARGE_DATASET",4096,4096,4096,1,943432010714,198782959645,198782959645,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198782959645,NA,NA,1,0,0,0
"113","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,16,"EXTRALARGE_DATASET",4096,4096,4096,1,1063962650967,182647465516,182647465516,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182647465516,NA,NA,1,0,0,0
"114","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,18,"EXTRALARGE_DATASET",4096,4096,4096,1,958714324149,178664491295,178664491295,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178664491295,NA,NA,1,0,0,0
"115","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,20,"EXTRALARGE_DATASET",4096,4096,4096,1,951690915708,178214720680,178214720680,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178214720680,NA,NA,1,0,0,0
"116","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,22,"EXTRALARGE_DATASET",4096,4096,4096,1,1373700682156,209931510767,209931510767,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209931510767,NA,NA,1,0,0,0
"117","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,24,"EXTRALARGE_DATASET",4096,4096,4096,10,1375406854989.6,212984461676.1,212984461676.1,0,0,0,0,0,0,64133265456.0948,16014906382.3497,16014906382.3497,0,0,0,0,0,0,20280719262.5457,5064358068.25925,5064358068.25925,0,0,0,0,0,0,212984461676.1,5064358068.25925,16014906382.3497,10,0,0,0
"118","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,1,"EXTRALARGE_DATASET",4096,4096,4096,1,1056309268788,387998615610,392141993142,3870567754,0,0,3870567754,203833988,68975790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392141993142,NA,NA,0,1,1,1
"119","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,2,"EXTRALARGE_DATASET",4096,4096,4096,1,1022065218440,699081329534,703259133466,3882466829,0,0,3882466829,203879826,91457277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703259133466,NA,NA,0,1,1,1
"120","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,4,"EXTRALARGE_DATASET",4096,4096,4096,1,1022627399442,324158161589,324158161589,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324158161589,NA,NA,1,0,0,0
