"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_dt_h2d","se_dt_d2h"
"13","chunk_size_evaluation","OMP+OFF","DYNAMIC",16,24,"LARGE_DATASET",2048,2048,2048,10,84541455569.2,8947520152.2,8947520152.2,0,0,0,0,0,0,9508748142.70027,2878842202.21484,2878842202.21484,0,0,0,0,0,3006930182.78286,910369838.321393,910369838.321393,0,0,0,0,0
"14","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,1,"LARGE_DATASET",2048,2048,2048,10,92356060760.8,15571078731.1,15952709525.5,323686352.7,0,0,323686352.7,34069822.4,23874619.3,14470499564.8767,2048605186.07599,2053569241.67482,219566.576776562,0,0,4355384.15202478,12121780.6440195,4575973750.54859,647825841.443319,649395613.65572,69433.0480660166,0,0,1377293.40053994,3833243.61320443
"15","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,2,"LARGE_DATASET",2048,2048,2048,10,84719060431.2,18197957811,18588420702.7,323698552,0,0,323698552,44518874.4,22245465.3,9549749347.90564,5937558485.70598,5936623121.48739,248072.945388605,0,0,34836842.2952713,13656836.7361647,3019895902.30895,1877620855.52912,1877325067.39186,78447.5533294556,0,0,11016376.8141145,4318670.97193405
"16","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,4,"LARGE_DATASET",2048,2048,2048,10,84429767207.1,19471659991.5,19853594690,323691951.7,0,0,323691951.7,36305025.5,21937721.3,9110365575.64347,8153271981.39434,8154014276.94306,178289.036636955,0,0,12480172.8873406,13484093.2369895,2880950553.58244,2578290984.40401,2578525718.86711,56379.9437609983,0,0,3946577.19166764,4264044.68109595
"17","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,6,"LARGE_DATASET",2048,2048,2048,10,86093915733.1,19365842487.3,19750203846.2,323748942.5,0,0,323748942.5,36243751.9,24368664.5,8511352727.51254,5210431720.76681,5208385867.01579,280231.39440311,0,0,11628579.7454559,12078518.8649872,2691526058.80261,1647683183.04136,1647036227.28008,88616.9478198787,0,0,3677279.79485417,3819563.03746714
"18","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,8,"LARGE_DATASET",2048,2048,2048,10,86472386924.5,19143723898.2,19522390908,323703366.3,0,0,323703366.3,34465532.2,20498111.3,8837442409.32019,4912983185.35512,4907452557.03405,232934.947924284,0,0,9487573.96504337,13215655.0492912,2794644670.40179,1553621697.18314,1551872758.9445,73660.4982093448,0,0,3000234.31988518,4179157.0726865
"19","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,10,"LARGE_DATASET",2048,2048,2048,10,85481332456,13844920868.7,13844920868.7,0,0,0,0,0,0,9648603487.63717,5232225480.50984,5232225480.50984,0,0,0,0,0,3051156326.07777,1654574974.998,1654574974.998,0,0,0,0,0
"20","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,12,"LARGE_DATASET",2048,2048,2048,10,86238733707,12953675940.5,12953675940.5,0,0,0,0,0,0,8740069853.53995,5159324259.12893,5159324259.12893,0,0,0,0,0,2763852764.61605,1631521584.62082,1631521584.62082,0,0,0,0,0
"21","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,14,"LARGE_DATASET",2048,2048,2048,10,86095445454.6,12576705494.3,12576705494.3,0,0,0,0,0,0,8223963708.06931,5569511457.90575,5569511457.90575,0,0,0,0,0,2600645671.20631,1761234166.13872,1761234166.13872,0,0,0,0,0
"22","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,16,"LARGE_DATASET",2048,2048,2048,10,86883090035.2,12792328942,12792328942,0,0,0,0,0,0,8890077490.51201,6049002054.55169,6049002054.55169,0,0,0,0,0,2811289344.54119,1912862406.34215,1912862406.34215,0,0,0,0,0
"23","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,18,"LARGE_DATASET",2048,2048,2048,10,86888452455.5,13248854186.3,13248854186.3,0,0,0,0,0,0,6683920308.81106,5118210375.64962,5118210375.64962,0,0,0,0,0,2113641187.48989,1618520233.09588,1618520233.09588,0,0,0,0,0
"24","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,20,"LARGE_DATASET",2048,2048,2048,10,85476310567.6,11999582447.6,11999582447.6,0,0,0,0,0,0,9098409806.75477,6560571533.1946,6560571533.1946,0,0,0,0,0,2877169807.49575,2074634879.73579,2074634879.73579,0,0,0,0,0
"25","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,22,"LARGE_DATASET",2048,2048,2048,10,83179709390.1,9294677495.8,9294677495.8,0,0,0,0,0,0,9047251758.70418,5694426887.73996,5694426887.73996,0,0,0,0,0,2860992212.24693,1800735893.45622,1800735893.45622,0,0,0,0,0
"26","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,24,"LARGE_DATASET",2048,2048,2048,10,85134966773.9,9292109337.6,9292109337.6,0,0,0,0,0,0,9874601406.85362,3637620024.27398,3637620024.27398,0,0,0,0,0,3122623143.19604,1150316453.89428,1150316453.89428,0,0,0,0,0
"27","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,1,"LARGE_DATASET",2048,2048,2048,10,90537722454.2,22672504914.3,23059301353.9,323723746.8,0,0,323723746.8,38625157.6,24447535.2,9178652626.26055,1388726980.33661,1389514955.82474,226771.187209193,0,0,16690598.0934064,12591614.0435405,2902544815.04696,439154030.599156,439403210.327443,71711.3459281491,0,0,5278030.54856281,3981817.97953506
"28","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,2,"LARGE_DATASET",2048,2048,2048,10,86178768107,28680443543.6,29066688566,323700710.4,0,0,323700710.4,41311839.3,21232472.7,7977061408.03675,10647665385.7437,10639278538.2755,234968.285241883,0,0,23934452.0093485,11944063.2456279,2522568308.44259,3367087438.22854,3364435284.18974,74303.4959268479,0,0,7568738.28975348,3777044.43732873
"29","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,4,"LARGE_DATASET",2048,2048,2048,10,86169116761.5,31801047995.1,32186269814.2,323691077.8,0,0,323691077.8,38932657.6,22598083.7,8012474693.55902,11949743118.5421,11958311677.684,195023.719954038,0,0,24398682.467787,11902937.2543297,2533766972.61062,3778840570.85164,3781550187.16709,61671.9152813589,0,0,7715540.85054248,3764039.25697528
"30","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,6,"LARGE_DATASET",2048,2048,2048,10,87030809378.8,25464189828.7,25538768173.7,64743949.4,0,0,64743949.4,6632160.7,3202234.9,7544125664.52833,8597155616.59901,8837651806.83008,272984493.657822,0,0,28004287.8098208,13525831.5460016,2385662005.44409,2718659314.73622,2794710887.70855,86325276.5866506,0,0,8855733.37299221,4277243.49331215
"31","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,8,"LARGE_DATASET",2048,2048,2048,10,85121477720.4,16145934154.5,16145934154.5,0,0,0,0,0,0,10741625620.065,8521039889.30283,8521039889.30283,0,0,0,0,0,3396800273.22239,2694589408.3346,2694589408.3346,0,0,0,0,0
"32","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,10,"LARGE_DATASET",2048,2048,2048,10,80598131032.5,12304954715.1,12304954715.1,0,0,0,0,0,0,5460359413.23764,2089308542.69273,2089308542.69273,0,0,0,0,0,1726717258.89715,660697372.975618,660697372.975618,0,0,0,0,0
"33","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,12,"LARGE_DATASET",2048,2048,2048,10,87884480637.3,13788417743.3,13788417743.3,0,0,0,0,0,0,5662085821.46916,3327016439.85537,3327016439.85537,0,0,0,0,0,1790508750.31881,1052094976.27676,1052094976.27676,0,0,0,0,0
"34","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,14,"LARGE_DATASET",2048,2048,2048,10,83357863460,12164342955.8,12164342955.8,0,0,0,0,0,0,9193432809.15745,6309017024.61989,6309017024.61989,0,0,0,0,0,2907218719.26576,1995086359.45774,1995086359.45774,0,0,0,0,0
"35","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,16,"LARGE_DATASET",2048,2048,2048,10,88603347126.7,14101315261.5,14101315261.5,0,0,0,0,0,0,5782064366.63026,3603487386.41776,3603487386.41776,0,0,0,0,0,1828449297.62505,1139522766.07674,1139522766.07674,0,0,0,0,0
"36","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,18,"LARGE_DATASET",2048,2048,2048,10,85254030091.1,11913261444.7,11913261444.7,0,0,0,0,0,0,9419325581.16759,5886166448.26622,5886166448.26622,0,0,0,0,0,2978652285.91788,1861369266.33849,1861369266.33849,0,0,0,0,0
"37","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,20,"LARGE_DATASET",2048,2048,2048,10,87196952757,13727033305.8,13727033305.8,0,0,0,0,0,0,5211232186.64542,3548708879.4823,3548708879.4823,0,0,0,0,0,1647936312.57792,1122200281.2028,1122200281.2028,0,0,0,0,0
"38","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,22,"LARGE_DATASET",2048,2048,2048,10,87018923121.8,12125500029,12125500029,0,0,0,0,0,0,9587485769.23188,5479175846.109,5479175846.109,0,0,0,0,0,3031829206.52242,1732667537.42847,1732667537.42847,0,0,0,0,0
"39","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,24,"LARGE_DATASET",2048,2048,2048,10,84047814851.4,10236884988.5,10236884988.5,0,0,0,0,0,0,9456692962.26573,3652107186.60025,3652107186.60025,0,0,0,0,0,2990468889.36444,1154897696.87264,1154897696.87264,0,0,0,0,0
"40","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,1,"LARGE_DATASET",2048,2048,2048,10,83995046719,37124635136,37514920355.3,323730842.4,0,0,323730842.4,44036919.5,22517457.4,8973470601.12691,4085560707.50563,4097654741.52994,365117.016369882,0,0,29121003.1434896,12141342.7135179,2837660561.61213,1291967735.46068,1295792204.82231,115460.138421381,0,0,9208869.76823502,3839429.68274058
"41","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,2,"LARGE_DATASET",2048,2048,2048,10,85040754775.4,53553959458.5,53938364538,323716487.9,0,0,323716487.9,38500295.3,22188296.3,8347390891.32946,21744064811.2216,21746193157.3224,218812.742323354,0,0,16753397.1128405,12459807.8834587,2639676773.63442,6876077039.37796,6876750081.5107,69194.6646809323,0,0,5297889.3421865,3940137.21198512
"42","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,4,"LARGE_DATASET",2048,2048,2048,10,87690683604.7,36723871845.1,36723871845.1,0,0,0,0,0,0,7740194243.01938,12708397510.1051,12708397510.1051,0,0,0,0,0,2447664334.00641,4018748154.27449,4018748154.27449,0,0,0,0,0
"43","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,6,"LARGE_DATASET",2048,2048,2048,10,87503011767.8,25511641122.4,25511641122.4,0,0,0,0,0,0,7810987201.15061,8098057976.04597,8098057976.04597,0,0,0,0,0,2470051033.00597,2560830782.83985,2560830782.83985,0,0,0,0,0
"44","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,8,"LARGE_DATASET",2048,2048,2048,10,87539419735.7,16713747333.5,16713747333.5,0,0,0,0,0,0,7852704462.67781,4746943175.96469,4746943175.96469,0,0,0,0,0,2483243189.42306,1501115235.94419,1501115235.94419,0,0,0,0,0
"45","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,10,"LARGE_DATASET",2048,2048,2048,10,87024582236.3,17366742776.8,17366742776.8,0,0,0,0,0,0,9465707851.33188,6157546640.2591,6157546640.2591,0,0,0,0,0,2993319647.59472,1947187218.19362,1947187218.19362,0,0,0,0,0
"46","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,12,"LARGE_DATASET",2048,2048,2048,10,85203028496.8,16370558681.5,16370558681.5,0,0,0,0,0,0,9080422728.06362,7087768263.58585,7087768263.58585,0,0,0,0,0,2871481793.78408,2241349124.0388,2241349124.0388,0,0,0,0,0
"47","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,14,"LARGE_DATASET",2048,2048,2048,10,86899484675.2,19310084555.7,19310084555.7,0,0,0,0,0,0,7404583233.15901,7437410828.27498,7437410828.27498,0,0,0,0,0,2341534814.10761,2351915811.17484,2351915811.17484,0,0,0,0,0
"48","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,16,"LARGE_DATASET",2048,2048,2048,10,85087552776.2,12161142970.3,12161142970.3,0,0,0,0,0,0,8833702725.69558,5972430029.42353,5972430029.42353,0,0,0,0,0,2793462078.60357,1888648205.89648,1888648205.89648,0,0,0,0,0
"49","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,18,"LARGE_DATASET",2048,2048,2048,10,86025864394.8,12647164448.7,12647164448.7,0,0,0,0,0,0,8362235567.09309,5927228896.64201,5927228896.64201,0,0,0,0,0,2644371072.28839,1874354352.65555,1874354352.65555,0,0,0,0,0
"50","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,20,"LARGE_DATASET",2048,2048,2048,10,83341794820,10899694631,10899694631,0,0,0,0,0,0,8524733976.55226,6212583821.80335,6212583821.80335,0,0,0,0,0,2695757581.29296,1964591503.16122,1964591503.16122,0,0,0,0,0
"51","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,22,"LARGE_DATASET",2048,2048,2048,10,84378880881.5,11454594144.7,11454594144.7,0,0,0,0,0,0,9601162162.32621,6272143510.05822,6272143510.05822,0,0,0,0,0,3036154061.75781,1983425930.32272,1983425930.32272,0,0,0,0,0
"52","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,24,"LARGE_DATASET",2048,2048,2048,10,84906766624.4,11758668316,11758668316,0,0,0,0,0,0,10325288423.9635,6380722219.83854,6380722219.83854,0,0,0,0,0,3265142891.78948,2017761533.15354,2017761533.15354,0,0,0,0,0
"53","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,1,"LARGE_DATASET",2048,2048,2048,10,84734056191.1,70242574477.4,70634385877.9,323754111.3,0,0,323754111.3,40963161.3,27094127.9,9489804555.444,8294799857.51367,8296360580.05374,278000.324103808,0,0,20122021.0658601,8302573.73715583,3000939694.50447,2623046028.49833,2623539572.30055,87911.4214433041,0,0,6363141.76940068,2625504.34509086
"54","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,2,"LARGE_DATASET",2048,2048,2048,10,85896502196.4,61116749597.3,61116749597.3,0,0,0,0,0,0,9389794650.0932,26154673589.2862,26154673589.2862,0,0,0,0,0,2969313785.55583,8270834000.03957,8270834000.03957,0,0,0,0,0
"55","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,4,"LARGE_DATASET",2048,2048,2048,10,86653163054.7,35893932373.3,35893932373.3,0,0,0,0,0,0,8299861039.37485,14697901346.8378,14697901346.8378,0,0,0,0,0,2624646514.7317,4647884508.04638,4647884508.04638,0,0,0,0,0
"56","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,6,"LARGE_DATASET",2048,2048,2048,10,87319237607.6,30067070989.4,30067070989.4,0,0,0,0,0,0,7635076706.55918,10888052214.237,10888052214.237,0,0,0,0,0,2414423250.28241,3443104427.98286,3443104427.98286,0,0,0,0,0
"57","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,8,"LARGE_DATASET",2048,2048,2048,10,88403633346.4,17605376437.5,17605376437.5,0,0,0,0,0,0,4052618796.80071,3853865419.90754,3853865419.90754,0,0,0,0,0,1281550588.63013,1218699252.2669,1218699252.2669,0,0,0,0,0
"58","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,10,"LARGE_DATASET",2048,2048,2048,10,88463289822.7,17253529297.8,17253529297.8,0,0,0,0,0,0,5942973339.95473,3773035663.32637,3773035663.32637,0,0,0,0,0,1879333182.79151,1193138638.91556,1193138638.91556,0,0,0,0,0
"59","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,12,"LARGE_DATASET",2048,2048,2048,10,85151449642.9,20490425381.4,20490425381.4,0,0,0,0,0,0,9317228858.9262,8469649829.67927,8469649829.67927,0,0,0,0,0,2946366467.52584,2678338444.58437,2678338444.58437,0,0,0,0,0
"60","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,14,"LARGE_DATASET",2048,2048,2048,10,85378102219.2,16862468306,16862468306,0,0,0,0,0,0,8954955087.95667,6078671805.15636,6078671805.15636,0,0,0,0,0,2831805442.24566,1922244805.29413,1922244805.29413,0,0,0,0,0
"61","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,16,"LARGE_DATASET",2048,2048,2048,10,85544136794.4,18465644494.7,18465644494.7,0,0,0,0,0,0,9389477169.42841,9536968812.40317,9536968812.40317,0,0,0,0,0,2969213389.35445,3015854342.11851,3015854342.11851,0,0,0,0,0
"62","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,18,"LARGE_DATASET",2048,2048,2048,10,86152005870.1,17519765735.5,17519765735.5,0,0,0,0,0,0,8300499871.07737,8164780793.59112,8164780793.59112,0,0,0,0,0,2624848531.05385,2581930390.3745,2581930390.3745,0,0,0,0,0
"63","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,20,"LARGE_DATASET",2048,2048,2048,10,83274221633.1,16816658292.5,16816658292.5,0,0,0,0,0,0,8160517416.80441,9064526483.4902,9064526483.4902,0,0,0,0,0,2580582192.25755,2866454959.87457,2866454959.87457,0,0,0,0,0
"64","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,22,"LARGE_DATASET",2048,2048,2048,10,80775783864.2,13785932032.2,13785932032.2,0,0,0,0,0,0,6491497258.63613,4995649117.99087,4995649117.99087,0,0,0,0,0,2052791676.20293,1579762960.38624,1579762960.38624,0,0,0,0,0
"65","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,24,"LARGE_DATASET",2048,2048,2048,10,84946260805.1,17288499150.9,17288499150.9,0,0,0,0,0,0,10410642608.1001,9236352651.47731,9236352651.47731,0,0,0,0,0,3292134254.75921,2920791165.12037,2920791165.12037,0,0,0,0,0
