"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"109","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,6,"LARGE_DATASET",2048,2048,2048,10,87503011767.8,25511641122.4,25511641122.4,0,0,0,0,0,0,7810987201.15061,8098057976.04597,8098057976.04597,0,0,0,0,0,0,2470051033.00597,2560830782.83985,2560830782.83985,0,0,0,0,0,0,25511641122.4,2560830782.83985,8098057976.04597,10,0,0,0
"110","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,8,"LARGE_DATASET",2048,2048,2048,10,87539419735.7,16713747333.5,16713747333.5,0,0,0,0,0,0,7852704462.67781,4746943175.96469,4746943175.96469,0,0,0,0,0,0,2483243189.42306,1501115235.94419,1501115235.94419,0,0,0,0,0,0,16713747333.5,1501115235.94419,4746943175.96469,10,0,0,0
"111","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,10,"LARGE_DATASET",2048,2048,2048,10,87024582236.3,17366742776.8,17366742776.8,0,0,0,0,0,0,9465707851.33188,6157546640.2591,6157546640.2591,0,0,0,0,0,0,2993319647.59472,1947187218.19362,1947187218.19362,0,0,0,0,0,0,17366742776.8,1947187218.19362,6157546640.2591,10,0,0,0
"112","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,12,"LARGE_DATASET",2048,2048,2048,10,85203028496.8,16370558681.5,16370558681.5,0,0,0,0,0,0,9080422728.06362,7087768263.58585,7087768263.58585,0,0,0,0,0,0,2871481793.78408,2241349124.0388,2241349124.0388,0,0,0,0,0,0,16370558681.5,2241349124.0388,7087768263.58585,10,0,0,0
"113","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,14,"LARGE_DATASET",2048,2048,2048,10,86899484675.2,19310084555.7,19310084555.7,0,0,0,0,0,0,7404583233.15901,7437410828.27498,7437410828.27498,0,0,0,0,0,0,2341534814.10761,2351915811.17484,2351915811.17484,0,0,0,0,0,0,19310084555.7,2351915811.17484,7437410828.27498,10,0,0,0
"114","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,16,"LARGE_DATASET",2048,2048,2048,10,85087552776.2,12161142970.3,12161142970.3,0,0,0,0,0,0,8833702725.69558,5972430029.42353,5972430029.42353,0,0,0,0,0,0,2793462078.60357,1888648205.89648,1888648205.89648,0,0,0,0,0,0,12161142970.3,1888648205.89648,5972430029.42353,10,0,0,0
"115","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,18,"LARGE_DATASET",2048,2048,2048,10,86025864394.8,12647164448.7,12647164448.7,0,0,0,0,0,0,8362235567.09309,5927228896.64201,5927228896.64201,0,0,0,0,0,0,2644371072.28839,1874354352.65555,1874354352.65555,0,0,0,0,0,0,12647164448.7,1874354352.65555,5927228896.64201,10,0,0,0
"116","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,20,"LARGE_DATASET",2048,2048,2048,10,83341794820,10899694631,10899694631,0,0,0,0,0,0,8524733976.55226,6212583821.80335,6212583821.80335,0,0,0,0,0,0,2695757581.29296,1964591503.16122,1964591503.16122,0,0,0,0,0,0,10899694631,1964591503.16122,6212583821.80335,10,0,0,0
"117","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,22,"LARGE_DATASET",2048,2048,2048,10,84378880881.5,11454594144.7,11454594144.7,0,0,0,0,0,0,9601162162.32621,6272143510.05822,6272143510.05822,0,0,0,0,0,0,3036154061.75781,1983425930.32272,1983425930.32272,0,0,0,0,0,0,11454594144.7,1983425930.32272,6272143510.05822,10,0,0,0
"118","chunk_size_evaluation","OMP+OFF","DYNAMIC",128,24,"LARGE_DATASET",2048,2048,2048,10,84906766624.4,11758668316,11758668316,0,0,0,0,0,0,10325288423.9635,6380722219.83854,6380722219.83854,0,0,0,0,0,0,3265142891.78948,2017761533.15354,2017761533.15354,0,0,0,0,0,0,11758668316,2017761533.15354,6380722219.83854,10,0,0,0
"119","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,1,"LARGE_DATASET",2048,2048,2048,10,84734056191.1,70242574477.4,70634385877.9,323754111.3,0,0,323754111.3,40963161.3,27094127.9,9489804555.444,8294799857.51367,8296360580.05374,278000.324103808,0,0,278000.324103808,20122021.0658601,8302573.73715583,3000939694.50447,2623046028.49833,2623539572.30055,87911.4214433041,0,0,87911.4214433041,6363141.76940068,2625504.34509086,70634385877.9,2623539572.30055,8296360580.05374,0,10,10,10
"120","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,2,"LARGE_DATASET",2048,2048,2048,10,85896502196.4,61116749597.3,61116749597.3,0,0,0,0,0,0,9389794650.0932,26154673589.2862,26154673589.2862,0,0,0,0,0,0,2969313785.55583,8270834000.03957,8270834000.03957,0,0,0,0,0,0,61116749597.3,8270834000.03957,26154673589.2862,10,0,0,0
"121","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,4,"LARGE_DATASET",2048,2048,2048,10,86653163054.7,35893932373.3,35893932373.3,0,0,0,0,0,0,8299861039.37485,14697901346.8378,14697901346.8378,0,0,0,0,0,0,2624646514.7317,4647884508.04638,4647884508.04638,0,0,0,0,0,0,35893932373.3,4647884508.04638,14697901346.8378,10,0,0,0
"122","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,6,"LARGE_DATASET",2048,2048,2048,10,87319237607.6,30067070989.4,30067070989.4,0,0,0,0,0,0,7635076706.55918,10888052214.237,10888052214.237,0,0,0,0,0,0,2414423250.28241,3443104427.98286,3443104427.98286,0,0,0,0,0,0,30067070989.4,3443104427.98286,10888052214.237,10,0,0,0
"123","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,8,"LARGE_DATASET",2048,2048,2048,10,88403633346.4,17605376437.5,17605376437.5,0,0,0,0,0,0,4052618796.80071,3853865419.90754,3853865419.90754,0,0,0,0,0,0,1281550588.63013,1218699252.2669,1218699252.2669,0,0,0,0,0,0,17605376437.5,1218699252.2669,3853865419.90754,10,0,0,0
"124","chunk_size_evaluation","OMP+OFF","DYNAMIC",256,10,"LARGE_DATASET",2048,2048,2048,10,88463289822.7,17253529297.8,17253529297.8,0,0,0,0,0,0,5942973339.95473,3773035663.32637,3773035663.32637,0,0,0,0,0,0,1879333182.79151,1193138638.91556,1193138638.91556,0,0,0,0,0,0,17253529297.8,1193138638.91556,3773035663.32637,10,0,0,0
