"","exp","version","schedule","chunk_size","num_threads","size_of_data","NI","NJ","NK","N","mean_orig","mean_omp","mean_omp_off","mean_cuda_kernel_1","mean_cuda_kernel_2","mean_cuda_kernel_3","mean_cuda","mean_dt_h2d","mean_dt_d2h","sd_orig","sd_omp","sd_omp_off","sd_cuda_kernel_1","sd_cuda_kernel_2","sd_cuda_kernel_3","sd_cuda","sd_dt_h2d","sd_dt_d2h","se_orig","se_omp","se_omp_off","se_cuda_kernel_1","se_cuda_kernel_2","se_cuda_kernel_3","se_cuda","se_dt_h2d","se_dt_d2h","mean_plot_value","se_plot_value","sd_plot_value","sum_work_finish_before_offload_decision","sum_reach_offload_decision_point","sum_decided_by_offloading","sum_made_the_offloading"
"87","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,14,"LARGE_DATASET",2048,2048,0,10,34270678294.7,2206495081.3,2206495081.3,0,0,0,0,0,0,175797018.448221,221607479.480759,221607479.480759,0,0,0,0,0,0,55591898.4163017,70078438.1688226,70078438.1688226,0,0,0,0,0,0,2206495081.3,70078438.1688226,221607479.480759,10,0,0,0
"88","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,16,"LARGE_DATASET",2048,2048,0,10,34563874534.7,2120047911.9,2120047911.9,0,0,0,0,0,0,497426741.249231,168914088.003305,168914088.003305,0,0,0,0,0,0,157300147.14228,53415324.6980566,53415324.6980566,0,0,0,0,0,0,2120047911.9,53415324.6980566,168914088.003305,10,0,0,0
"89","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,18,"LARGE_DATASET",2048,2048,0,10,34355285363.7,2071833351.6,2071833351.6,0,0,0,0,0,0,346224592.600117,137510758.470528,137510758.470528,0,0,0,0,0,0,109485829.458025,43484719.9544159,43484719.9544159,0,0,0,0,0,0,2071833351.6,43484719.9544159,137510758.470528,10,0,0,0
"90","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,20,"LARGE_DATASET",2048,2048,0,10,34466590156.5,1907184820.1,1907184820.1,0,0,0,0,0,0,455917495.543019,75875448.4171768,75875448.4171768,0,0,0,0,0,0,144173771.103561,23993923.5484896,23993923.5484896,0,0,0,0,0,0,1907184820.1,23993923.5484896,75875448.4171768,10,0,0,0
"91","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,22,"LARGE_DATASET",2048,2048,0,10,34502874136.6,1765451838.4,1765451838.4,0,0,0,0,0,0,589550057.218447,96125059.4732046,96125059.4732046,0,0,0,0,0,0,186432097.549289,30397412.8154472,30397412.8154472,0,0,0,0,0,0,1765451838.4,30397412.8154472,96125059.4732046,10,0,0,0
"92","chunk_size_evaluation","OMP+OFF","DYNAMIC",32,24,"LARGE_DATASET",2048,2048,0,10,34475224041,1614324424.5,1614324424.5,0,0,0,0,0,0,509919023.536922,25849024.8006761,25849024.8006761,0,0,0,0,0,0,161250553.662568,8174179.36643165,8174179.36643165,0,0,0,0,0,0,1614324424.5,8174179.36643165,25849024.8006761,10,0,0,0
"93","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,1,"LARGE_DATASET",2048,2048,0,10,35919236800.8,9142632019,12615165424.7,459180.4,3408104767.4,0,3408563947.8,46629766.3,17339691.6,1114826081.61701,199253692.637802,216782969.062486,3528.77507233191,3462088.23389047,0,3465617.0089628,19360873.4226689,8008611.35284787,352538961.287051,63009550.0934579,68552794.0171273,1115.89665789943,1094808.42795636,0,1095924.32461426,6122445.75058537,2532545.27700817,12615165424.7,68552794.0171273,216782969.062486,0,10,10,10
"94","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,2,"LARGE_DATASET",2048,2048,0,10,34318043727.1,9541185107.9,13009989520.3,461268.9,3408794371.2,0,3409255640.1,41550413,17998359.3,214094339.967125,1645646639.20497,1634927559.047,4973.69761400465,3169929.96481861,0,3174903.66243262,12064626.7451067,10176768.2459865,67702574.8446534,520399160.368905,517009489.596796,1572.82128531997,1002419.87120442,0,1003992.69248974,3815169.96343208,3218176.68769941,13009989520.3,517009489.596796,1634927559.047,0,10,10,10
"95","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,4,"LARGE_DATASET",2048,2048,0,10,34415626222.6,7002817134.6,11238813677.9,229485.5,4204741704.5,0,4204971190,19622040.1,11403313.2,317500999.357223,5916855525.17338,4435867492.78983,483806.889892835,1684065830.12357,0,1684549637.01346,42177366.5986541,25169137.5601528,100402631.734848,1871074004.56996,1402744467.59164,152993.171974365,532548375.285268,0,532701368.457243,13337654.4159656,7959180.1432176,11238813677.9,1402744467.59164,4435867492.78983,0,10,10,10
"96","chunk_size_evaluation","OMP+OFF","DYNAMIC",64,6,"LARGE_DATASET",2048,2048,0,10,34419561657.1,3788370418.4,3788370418.4,0,0,0,0,0,0,339863756.214764,620641258.533541,620641258.533541,0,0,0,0,0,0,107474356.377886,196263998.68394,196263998.68394,0,0,0,0,0,0,3788370418.4,196263998.68394,620641258.533541,10,0,0,0
