exp,execution,benchmark,size_of_data,schedule,chunk_size,num_threads,version,num_threads,NI,NJ,NK,ORIG,OMP_OFF,OMP,CUDA_KERNEL1,CUDA_KERNEL2,CUDA_KERNEL3,DT_H2D,DT_D2H,WORK_FINISHED_BEFORE_OFFLOAD_DECISION,REACH_OFFLOAD_DECISION_POINT,DECIDED_BY_OFFLOADING,MADE_THE_OFFLOADING
chunk_size_evaluation,1,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,885731370963,103515286039,103515286039,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,2,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,1184431353304,161679126237,161679126237,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,3,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,894397983935,103647255197,103647255197,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,4,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,881969296192,101996073965,101996073965,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,5,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,1184980203317,160382625055,160382625055,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,6,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,1180149921116,160820705196,160820705196,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,7,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,1173355368587,161612086178,161612086178,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,8,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,885405956565,100594330003,100594330003,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,9,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,1181378140934,162552093211,162552093211,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,10,gemm,EXTRALARGE_DATASET,DYNAMIC,16,24,OMP,24,4096,4096,4096,868128662396,96431660082,96431660082,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,1,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,1197362392943,168647838417,168647838417,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,2,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,882309940491,101787176364,101787176364,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,3,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,1175872138736,164011150161,164011150161,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,4,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,899264158765,107146822412,107146822412,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,5,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,883395251893,99479315133,99479315133,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,6,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,874651957771,99726591706,99726591706,0,0,0,0,0,1,0,0,0
chunk_size_evaluation,7,gemm,EXTRALARGE_DATASET,DYNAMIC,32,24,OMP,24,4096,4096,4096,883743369914,111060692250,111060692250,0,0,0,0,0,1,0,0,0
